Seq_number	Barcode	New_name	Location	Year	ext_rep	tech_rep	Sample_Control	Control_Type	ST_ID	Date_extracted	Batch	Volume_mL	Notes	Cst_Cnt	Cruise_ID	Cruise	Cruz_Sta	DbSta_ID	Cast_ID	Sta_ID	Quarter	Sta_Code	Distance	Date	Julian_Date	Julian_Day	Time	Lat_Dec	Lat_Deg	Lat_Min	Lat_Hem	Lon_Dec	Lon_Deg	Lon_Min	Lon_Hem	Rpt_Line	Ac_Line	Rpt_Sta	Ac_Sta	Bottom_D	Secchi	ForelU	Ship_Name	Ship_Code	Data_Type	Order_Occ	Event_Num	Cruz_Leg	Orig_Sta_ID	Data_Or	Cruz_Num	IntChl	IntC14	Inc_Str	Inc_End	PST_LAN	Civil_T	TimeZone	Wave_Dir	Wave_Ht	Wave_Prd	Wind_Dir	Wind_Spd	Barometer	Dry_T	Wet_T	Wea	Cloud_Typ	Cloud_Amt	Visibility	SS_T	SS_Salinity	SS_O2	SS_O2_sat	SS_silicate	SS_PO4	SS_NO3	SS_NO2	SS_NH4	SS_CHLa	SS_Phaeo	SS_DIC1	SS_TA1	SS_LightP	SS_pH1	max_100_T	max_100_Salinity	max_100_O2	max_100_O2_sat	max_100_silicate	max_100_PO4	max_100_NO3	max_100_NO2	max_100_NH4	max_100_CHLa	max_100_Phaeo	max_100_DIC1	max_100_TA1	max_100_LightP	max_100_pH1	min_100_T	min_100_Salinity	min_100_O2	min_100_O2_sat	min_100_silicate	min_100_PO4	min_100_NO3	min_100_NO2	min_100_NH4	min_100_CHLa	min_100_Phaeo	min_100_DIC1	min_100_TA1	min_100_LightP	min_100_pH1	mean_100_T	mean_100_Salinity	mean_100_O2	mean_100_O2_sat	mean_100_silicate	mean_100_PO4	mean_100_NO3	mean_100_NO2	mean_100_NH4	mean_100_CHLa	mean_100_Phaeo	mean_100_DIC1	mean_100_TA1	mean_100_LightP	mean_100_pH1	D100_T	D100_Salinity	D100_O2	D100_O2_sat	D100_silicate	D100_PO4	D100_NO3	D100_NO2	D100_NH4	D100_CHLa	D100_Phaeo	D100_DIC1	D100_TA1	D100_LightP	D100_pH1
Seb.Rep.2.a.38.S130	Sebastes	Sebastes_2006_4_86.7_50_1_2	2006_4_86.7_50	2006	1	2	Sample	NA	0604_86.7_50	6/27/19	8	125	low_normal	31129	2006-04-01-C-32NM	200604	2.01E+13	8670500	20-0604NM-MX-099-1226-08670500	086.7 050.0	2	ST	-70.59	4/9/06	38816	99	12/30/1899 12:26:00	33.318333	33	19.1	N	-119.65	-119	39	W	86.7	86.7	50	49.9	77	NA	NA	RV NEW HORIZON	32NM	MX	38	372	NA	86.7 50.0	3101	604	86.2	NA					NA	NA	NA	NA	32	15	1015.6	12.9	11.9	NA	NA	NA	NA	12.9	33.446	6.23	103.9	3.1	0.46	4.1	0.16	NA	2.47	0.35	NA	NA	NA	NA	12.9	33.758	6.23	103.9	23.9	1.84	22.1	0.32	NA	2.47	0.47	NA	NA	NA	NA	10.13	33.439	3.06	48.2	3.1	0.46	4.1	0.13	NA	0.05	0.22	NA	NA	NA	NA	11.76	33.54422222	4.82875	78.7875	12.0875	1.08	11.45	0.22125	NA	1.14125	0.3575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Seb.Rep.3.a.38.S224	Sebastes	Sebastes_2006_4_86.7_50_1_3	2006_4_86.7_50	2006	1	3	Sample	NA	0604_86.7_50	6/27/19	8	125	low_normal	31129	2006-04-01-C-32NM	200604	2.01E+13	8670500	20-0604NM-MX-099-1226-08670500	086.7 050.0	2	ST	-70.59	4/9/06	38816	99	12/30/1899 12:26:00	33.318333	33	19.1	N	-119.65	-119	39	W	86.7	86.7	50	49.9	77	NA	NA	RV NEW HORIZON	32NM	MX	38	372	NA	86.7 50.0	3101	604	86.2	NA					NA	NA	NA	NA	32	15	1015.6	12.9	11.9	NA	NA	NA	NA	12.9	33.446	6.23	103.9	3.1	0.46	4.1	0.16	NA	2.47	0.35	NA	NA	NA	NA	12.9	33.758	6.23	103.9	23.9	1.84	22.1	0.32	NA	2.47	0.47	NA	NA	NA	NA	10.13	33.439	3.06	48.2	3.1	0.46	4.1	0.13	NA	0.05	0.22	NA	NA	NA	NA	11.76	33.54422222	4.82875	78.7875	12.0875	1.08	11.45	0.22125	NA	1.14125	0.3575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Seb.Rep.1.long.39.S37	Sebastes	Sebastes_2006_4_93.3_30_1_1	2006_4_93.3_30	2006	1	1	Sample	NA	0604_93.3_30	6/27/19	8	125	low_normal_orange	31096	2006-04-01-C-32NM	200604	2.01E+13	9330300	20-0604NM-MX-092-0720-09330300	093.3 030.0	2	ST	-14.88	4/2/06	38809	92	12/30/1899 07:20:00	32.846666	32	50.8	N	-117.533333	-117	32	W	93.3	93.3	30	30	856	NA	NA	RV NEW HORIZON	32NM	MX	5	42	NA	93.3 30.0	3101	604	51.8	NA					NA	NA	NA	NA	32	11	1020.1	14	11.8	NA	NA	NA	NA	14.51	33.419	6.32	108.9	1.8	0.24	0.1	0.01	NA	0.6	0.21	NA	NA	NA	NA	14.51	33.959	6.4	108.9	27.5	2.06	25.9	0.14	NA	1.57	0.32	NA	NA	NA	NA	9.86	33.419	2.37	37.1	1.8	0.24	0.1	0.01	NA	0.04	0.11	NA	NA	NA	NA	11.754	33.6215	4.228	69.9	14.16	1.218	13.87	0.042	NA	0.535	0.184	NA	NA	NA	NA	9.82	34.058	2.09	32.7	29.7	2.15	26.9	0.02	NA	0.03	0.09	NA	NA	NA	NA
Seb.Rep.2.a.39.S131	Sebastes	Sebastes_2006_4_93.3_30_1_2	2006_4_93.3_30	2006	1	2	Sample	NA	0604_93.3_30	6/27/19	8	125	low_normal_orange	31096	2006-04-01-C-32NM	200604	2.01E+13	9330300	20-0604NM-MX-092-0720-09330300	093.3 030.0	2	ST	-14.88	4/2/06	38809	92	12/30/1899 07:20:00	32.846666	32	50.8	N	-117.533333	-117	32	W	93.3	93.3	30	30	856	NA	NA	RV NEW HORIZON	32NM	MX	5	42	NA	93.3 30.0	3101	604	51.8	NA					NA	NA	NA	NA	32	11	1020.1	14	11.8	NA	NA	NA	NA	14.51	33.419	6.32	108.9	1.8	0.24	0.1	0.01	NA	0.6	0.21	NA	NA	NA	NA	14.51	33.959	6.4	108.9	27.5	2.06	25.9	0.14	NA	1.57	0.32	NA	NA	NA	NA	9.86	33.419	2.37	37.1	1.8	0.24	0.1	0.01	NA	0.04	0.11	NA	NA	NA	NA	11.754	33.6215	4.228	69.9	14.16	1.218	13.87	0.042	NA	0.535	0.184	NA	NA	NA	NA	9.82	34.058	2.09	32.7	29.7	2.15	26.9	0.02	NA	0.03	0.09	NA	NA	NA	NA
Seb.Rep.3.a.39.S225	Sebastes	Sebastes_2006_4_93.3_30_1_3	2006_4_93.3_30	2006	1	3	Sample	NA	0604_93.3_30	6/27/19	8	125	low_normal_orange	31096	2006-04-01-C-32NM	200604	2.01E+13	9330300	20-0604NM-MX-092-0720-09330300	093.3 030.0	2	ST	-14.88	4/2/06	38809	92	12/30/1899 07:20:00	32.846666	32	50.8	N	-117.533333	-117	32	W	93.3	93.3	30	30	856	NA	NA	RV NEW HORIZON	32NM	MX	5	42	NA	93.3 30.0	3101	604	51.8	NA					NA	NA	NA	NA	32	11	1020.1	14	11.8	NA	NA	NA	NA	14.51	33.419	6.32	108.9	1.8	0.24	0.1	0.01	NA	0.6	0.21	NA	NA	NA	NA	14.51	33.959	6.4	108.9	27.5	2.06	25.9	0.14	NA	1.57	0.32	NA	NA	NA	NA	9.86	33.419	2.37	37.1	1.8	0.24	0.1	0.01	NA	0.04	0.11	NA	NA	NA	NA	11.754	33.6215	4.228	69.9	14.16	1.218	13.87	0.042	NA	0.535	0.184	NA	NA	NA	NA	9.82	34.058	2.09	32.7	29.7	2.15	26.9	0.02	NA	0.03	0.09	NA	NA	NA	NA
Miu.1.a.33.S33	MiFish	MiFish_2005_4_80_60_1_1	2005_4_80_60	2005	1	1	Sample	NA	0504_80_60	6/27/19	7	125	low_normal	30809	2005-04-15-C-32NM	200504	2.01E+13	8000600	20-0504NM-PR-117-1841-08000600	080.0 060.0	2	ST	-38.743	4/27/05	38469	117	12/30/1899 18:41:00	34.146667	34	8.8	N	-121.15	-121	9	W	80	80	60	60	2180	11	NA	RV NEW HORIZON	32NM	PR	62	612	NA	80.0 60.0	3101	504	119	455.9	12/30/1899 12:05:00	12/30/1899 19:15:00	12/30/1899 12:02:00	12/30/1899 19:16:00	8	19	3	8	20	18	1015.1	14	13	6	6	8	5	13.38	33.196	6.28	105.6	1.9	0.42	1.5	0.04	NA	1.64	0.65	NA	NA	0.24	NA	13.38	33.585	6.28	105.6	21.3	1.73	20.6	0.15	NA	1.95	2.12	NA	NA	0.24	NA	9.85	33.196	3.71	58	1.9	0.42	1.5	0.04	NA	0.31	0.55	NA	NA	0	NA	11.75533333	33.33926667	5.419333333	88.38666667	8.573333333	0.982	8.353333333	0.124666667	NA	1.186	1.081333333	NA	NA	0.071428571	NA	9.59	33.679	3.37	52.4	23.5	1.83	22.2	0.12	NA	0.9	0.65	NA	NA	NA	NA
Miu.1.a.34.S34	MiFish	MiFish_2005_4_86.7_50_1_1	2005_4_86.7_50	2005	1	1	Sample	NA	0504_86.7_50	6/27/19	7	125	low	30833	2005-04-15-C-32NM	200504	2.01E+13	8670500	20-0504NM-MX-116-1245-08670500	086.7 050.0	2	ST	-71.279	4/26/05	38468	116	12/30/1899 12:45:00	33.321667	33	19.3	N	-119.665	-119	39.9	W	86.7	86.7	50	50	84	NA	NA	RV NEW HORIZON	32NM	MX	53	522	NA	86.7 50.0	3101	504	102.4	NA					NA	NA	NA	NA	31	20	1014.7	13.4	12.1	NA	NA	NA	NA	14.1	33.113	6.02	102.7	1	0.33	0.2	0.01	NA	1.22	0.31	NA	NA	NA	NA	14.1	33.467	6.08	103.5	16.9	1.41	16.1	0.1	NA	1.83	1.55	NA	NA	NA	NA	10.41	33.113	4.27	67.5	1	0.33	0.2	0.01	NA	0.35	0.31	NA	NA	NA	NA	13.09181818	33.17545455	5.774545455	96.68181818	3.436363636	0.571818182	3.072727273	0.048181818	NA	1.393636364	0.841818182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Miu.1.a.35.S35	MiFish	MiFish_2005_4_93.3_30_1_1	2005_4_93.3_30	2005	1	1	Sample	NA	0504_93.3_30	6/27/19	7	125	normal_orange	30859	2005-04-15-C-32NM	200504	2.01E+13	9330300	20-0504NM-MX-106-0532-09330300	093.3 030.0	2	ST	-15.569	4/16/05	38458	106	12/30/1899 05:32:00	32.843333	32	50.6	N	-117.54	-117	32.4	W	93.3	93.3	30	30.1	872	NA	NA	RV NEW HORIZON	32NM	MX	5	42	NA	93.3 30.0	3101	504	74.9	NA					NA	NA	NA	NA	2	2	1012	15.9	14.5	NA	NA	NA	NA	13.87	33.31	7.12	121.1	0	0.22	0.1	0	NA	0.71	0.1	NA	NA	NA	NA	13.87	33.948	7.12	121.1	25.4	2.02	24.2	0.23	NA	2.04	0.44	NA	NA	NA	NA	10.11	33.31	2.44	38.4	0	0.22	0.1	0	NA	0.12	0.1	NA	NA	NA	NA	11.08545455	33.56863636	3.790909091	61.35454545	15.28181818	1.468181818	16.5	0.075454545	NA	0.63	0.268181818	NA	NA	NA	NA	10.09	33.961	2.41	38	25.7	2.03	24.3	0.02	NA	0.12	0.2	NA	NA	NA	NA
Miu.1.a.36.S36	MiFish	MiFish_2005_4_93.3_60_1_1	2005_4_93.3_60	2005	1	1	Sample	NA	0504_93.3_60	6/27/19	7	125	low_normal	30865	2005-04-15-C-32NM	200504	2.01E+13	9330600	20-0504NM-MX-107-0606-09330600	093.3 060.0	2	ST	-134.974	4/17/05	38459	107	12/30/1899 06:06:00	31.848333	31	50.9	N	-119.58	-119	34.8	W	93.3	93.3	60	60.1	1857	NA	NA	RV NEW HORIZON	32NM	MX	11	102	NA	93.3 60.0	3101	504	45.3	NA					NA	NA	NA	NA	32	13	1015.3	14.5	12.9	NA	NA	NA	NA	15.61	33.157	5.76	101.4	1.9	0.35	0	0	NA	0.14	0.05	NA	NA	NA	NA	15.63	33.279	5.88	102.1	10.2	1.16	12.6	0.11	NA	0.9	0.38	NA	NA	NA	NA	11.09	33.094	4.62	74	1.7	0.34	0	0	NA	0.13	0.02	NA	NA	NA	NA	14.30909091	33.15590909	5.598181818	96.14545455	3.463636364	0.511818182	2.409090909	0.03	NA	0.37	0.1	NA	NA	NA	NA	10.88	33.306	4.56	72.8	10.8	1.2	13.3	0.07	NA	0.38	0.15	NA	NA	NA	NA
Miu.2.a.33.S133	MiFish	MiFish_2005_4_80_60_1_2	2005_4_80_60	2005	1	2	Sample	NA	0504_80_60	6/27/19	7	125	low_normal	30809	2005-04-15-C-32NM	200504	2.01E+13	8000600	20-0504NM-PR-117-1841-08000600	080.0 060.0	2	ST	-38.743	4/27/05	38469	117	12/30/1899 18:41:00	34.146667	34	8.8	N	-121.15	-121	9	W	80	80	60	60	2180	11	NA	RV NEW HORIZON	32NM	PR	62	612	NA	80.0 60.0	3101	504	119	455.9	12/30/1899 12:05:00	12/30/1899 19:15:00	12/30/1899 12:02:00	12/30/1899 19:16:00	8	19	3	8	20	18	1015.1	14	13	6	6	8	5	13.38	33.196	6.28	105.6	1.9	0.42	1.5	0.04	NA	1.64	0.65	NA	NA	0.24	NA	13.38	33.585	6.28	105.6	21.3	1.73	20.6	0.15	NA	1.95	2.12	NA	NA	0.24	NA	9.85	33.196	3.71	58	1.9	0.42	1.5	0.04	NA	0.31	0.55	NA	NA	0	NA	11.75533333	33.33926667	5.419333333	88.38666667	8.573333333	0.982	8.353333333	0.124666667	NA	1.186	1.081333333	NA	NA	0.071428571	NA	9.59	33.679	3.37	52.4	23.5	1.83	22.2	0.12	NA	0.9	0.65	NA	NA	NA	NA
Miu.2.a.34.S134	MiFish	MiFish_2005_4_86.7_50_1_2	2005_4_86.7_50	2005	1	2	Sample	NA	0504_86.7_50	6/27/19	7	125	low	30833	2005-04-15-C-32NM	200504	2.01E+13	8670500	20-0504NM-MX-116-1245-08670500	086.7 050.0	2	ST	-71.279	4/26/05	38468	116	12/30/1899 12:45:00	33.321667	33	19.3	N	-119.665	-119	39.9	W	86.7	86.7	50	50	84	NA	NA	RV NEW HORIZON	32NM	MX	53	522	NA	86.7 50.0	3101	504	102.4	NA					NA	NA	NA	NA	31	20	1014.7	13.4	12.1	NA	NA	NA	NA	14.1	33.113	6.02	102.7	1	0.33	0.2	0.01	NA	1.22	0.31	NA	NA	NA	NA	14.1	33.467	6.08	103.5	16.9	1.41	16.1	0.1	NA	1.83	1.55	NA	NA	NA	NA	10.41	33.113	4.27	67.5	1	0.33	0.2	0.01	NA	0.35	0.31	NA	NA	NA	NA	13.09181818	33.17545455	5.774545455	96.68181818	3.436363636	0.571818182	3.072727273	0.048181818	NA	1.393636364	0.841818182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Miu.2.a.35.S135	MiFish	MiFish_2005_4_93.3_30_1_2	2005_4_93.3_30	2005	1	2	Sample	NA	0504_93.3_30	6/27/19	7	125	normal_orange	30859	2005-04-15-C-32NM	200504	2.01E+13	9330300	20-0504NM-MX-106-0532-09330300	093.3 030.0	2	ST	-15.569	4/16/05	38458	106	12/30/1899 05:32:00	32.843333	32	50.6	N	-117.54	-117	32.4	W	93.3	93.3	30	30.1	872	NA	NA	RV NEW HORIZON	32NM	MX	5	42	NA	93.3 30.0	3101	504	74.9	NA					NA	NA	NA	NA	2	2	1012	15.9	14.5	NA	NA	NA	NA	13.87	33.31	7.12	121.1	0	0.22	0.1	0	NA	0.71	0.1	NA	NA	NA	NA	13.87	33.948	7.12	121.1	25.4	2.02	24.2	0.23	NA	2.04	0.44	NA	NA	NA	NA	10.11	33.31	2.44	38.4	0	0.22	0.1	0	NA	0.12	0.1	NA	NA	NA	NA	11.08545455	33.56863636	3.790909091	61.35454545	15.28181818	1.468181818	16.5	0.075454545	NA	0.63	0.268181818	NA	NA	NA	NA	10.09	33.961	2.41	38	25.7	2.03	24.3	0.02	NA	0.12	0.2	NA	NA	NA	NA
Miu.2.a.36.S136	MiFish	MiFish_2005_4_93.3_60_1_2	2005_4_93.3_60	2005	1	2	Sample	NA	0504_93.3_60	6/27/19	7	125	low_normal	30865	2005-04-15-C-32NM	200504	2.01E+13	9330600	20-0504NM-MX-107-0606-09330600	093.3 060.0	2	ST	-134.974	4/17/05	38459	107	12/30/1899 06:06:00	31.848333	31	50.9	N	-119.58	-119	34.8	W	93.3	93.3	60	60.1	1857	NA	NA	RV NEW HORIZON	32NM	MX	11	102	NA	93.3 60.0	3101	504	45.3	NA					NA	NA	NA	NA	32	13	1015.3	14.5	12.9	NA	NA	NA	NA	15.61	33.157	5.76	101.4	1.9	0.35	0	0	NA	0.14	0.05	NA	NA	NA	NA	15.63	33.279	5.88	102.1	10.2	1.16	12.6	0.11	NA	0.9	0.38	NA	NA	NA	NA	11.09	33.094	4.62	74	1.7	0.34	0	0	NA	0.13	0.02	NA	NA	NA	NA	14.30909091	33.15590909	5.598181818	96.14545455	3.463636364	0.511818182	2.409090909	0.03	NA	0.37	0.1	NA	NA	NA	NA	10.88	33.306	4.56	72.8	10.8	1.2	13.3	0.07	NA	0.38	0.15	NA	NA	NA	NA
Miu.3.a.33.S233	MiFish	MiFish_2005_4_80_60_1_3	2005_4_80_60	2005	1	3	Sample	NA	0504_80_60	6/27/19	7	125	low_normal	30809	2005-04-15-C-32NM	200504	2.01E+13	8000600	20-0504NM-PR-117-1841-08000600	080.0 060.0	2	ST	-38.743	4/27/05	38469	117	12/30/1899 18:41:00	34.146667	34	8.8	N	-121.15	-121	9	W	80	80	60	60	2180	11	NA	RV NEW HORIZON	32NM	PR	62	612	NA	80.0 60.0	3101	504	119	455.9	12/30/1899 12:05:00	12/30/1899 19:15:00	12/30/1899 12:02:00	12/30/1899 19:16:00	8	19	3	8	20	18	1015.1	14	13	6	6	8	5	13.38	33.196	6.28	105.6	1.9	0.42	1.5	0.04	NA	1.64	0.65	NA	NA	0.24	NA	13.38	33.585	6.28	105.6	21.3	1.73	20.6	0.15	NA	1.95	2.12	NA	NA	0.24	NA	9.85	33.196	3.71	58	1.9	0.42	1.5	0.04	NA	0.31	0.55	NA	NA	0	NA	11.75533333	33.33926667	5.419333333	88.38666667	8.573333333	0.982	8.353333333	0.124666667	NA	1.186	1.081333333	NA	NA	0.071428571	NA	9.59	33.679	3.37	52.4	23.5	1.83	22.2	0.12	NA	0.9	0.65	NA	NA	NA	NA
Miu.3.a.34.S234	MiFish	MiFish_2005_4_86.7_50_1_3	2005_4_86.7_50	2005	1	3	Sample	NA	0504_86.7_50	6/27/19	7	125	low	30833	2005-04-15-C-32NM	200504	2.01E+13	8670500	20-0504NM-MX-116-1245-08670500	086.7 050.0	2	ST	-71.279	4/26/05	38468	116	12/30/1899 12:45:00	33.321667	33	19.3	N	-119.665	-119	39.9	W	86.7	86.7	50	50	84	NA	NA	RV NEW HORIZON	32NM	MX	53	522	NA	86.7 50.0	3101	504	102.4	NA					NA	NA	NA	NA	31	20	1014.7	13.4	12.1	NA	NA	NA	NA	14.1	33.113	6.02	102.7	1	0.33	0.2	0.01	NA	1.22	0.31	NA	NA	NA	NA	14.1	33.467	6.08	103.5	16.9	1.41	16.1	0.1	NA	1.83	1.55	NA	NA	NA	NA	10.41	33.113	4.27	67.5	1	0.33	0.2	0.01	NA	0.35	0.31	NA	NA	NA	NA	13.09181818	33.17545455	5.774545455	96.68181818	3.436363636	0.571818182	3.072727273	0.048181818	NA	1.393636364	0.841818182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Miu.3.a.35.S235	MiFish	MiFish_2005_4_93.3_30_1_3	2005_4_93.3_30	2005	1	3	Sample	NA	0504_93.3_30	6/27/19	7	125	normal_orange	30859	2005-04-15-C-32NM	200504	2.01E+13	9330300	20-0504NM-MX-106-0532-09330300	093.3 030.0	2	ST	-15.569	4/16/05	38458	106	12/30/1899 05:32:00	32.843333	32	50.6	N	-117.54	-117	32.4	W	93.3	93.3	30	30.1	872	NA	NA	RV NEW HORIZON	32NM	MX	5	42	NA	93.3 30.0	3101	504	74.9	NA					NA	NA	NA	NA	2	2	1012	15.9	14.5	NA	NA	NA	NA	13.87	33.31	7.12	121.1	0	0.22	0.1	0	NA	0.71	0.1	NA	NA	NA	NA	13.87	33.948	7.12	121.1	25.4	2.02	24.2	0.23	NA	2.04	0.44	NA	NA	NA	NA	10.11	33.31	2.44	38.4	0	0.22	0.1	0	NA	0.12	0.1	NA	NA	NA	NA	11.08545455	33.56863636	3.790909091	61.35454545	15.28181818	1.468181818	16.5	0.075454545	NA	0.63	0.268181818	NA	NA	NA	NA	10.09	33.961	2.41	38	25.7	2.03	24.3	0.02	NA	0.12	0.2	NA	NA	NA	NA
Miu.3.a.36.S236	MiFish	MiFish_2005_4_93.3_60_1_3	2005_4_93.3_60	2005	1	3	Sample	NA	0504_93.3_60	6/27/19	7	125	low_normal	30865	2005-04-15-C-32NM	200504	2.01E+13	9330600	20-0504NM-MX-107-0606-09330600	093.3 060.0	2	ST	-134.974	4/17/05	38459	107	12/30/1899 06:06:00	31.848333	31	50.9	N	-119.58	-119	34.8	W	93.3	93.3	60	60.1	1857	NA	NA	RV NEW HORIZON	32NM	MX	11	102	NA	93.3 60.0	3101	504	45.3	NA					NA	NA	NA	NA	32	13	1015.3	14.5	12.9	NA	NA	NA	NA	15.61	33.157	5.76	101.4	1.9	0.35	0	0	NA	0.14	0.05	NA	NA	NA	NA	15.63	33.279	5.88	102.1	10.2	1.16	12.6	0.11	NA	0.9	0.38	NA	NA	NA	NA	11.09	33.094	4.62	74	1.7	0.34	0	0	NA	0.13	0.02	NA	NA	NA	NA	14.30909091	33.15590909	5.598181818	96.14545455	3.463636364	0.511818182	2.409090909	0.03	NA	0.37	0.1	NA	NA	NA	NA	10.88	33.306	4.56	72.8	10.8	1.2	13.3	0.07	NA	0.38	0.15	NA	NA	NA	NA
Seb.Rep.1.long.33.S31	Sebastes	Sebastes_2005_4_80_60_1_1	2005_4_80_60	2005	1	1	Sample	NA	0504_80_60	6/27/19	7	125	low_normal	30809	2005-04-15-C-32NM	200504	2.01E+13	8000600	20-0504NM-PR-117-1841-08000600	080.0 060.0	2	ST	-38.743	4/27/05	38469	117	12/30/1899 18:41:00	34.146667	34	8.8	N	-121.15	-121	9	W	80	80	60	60	2180	11	NA	RV NEW HORIZON	32NM	PR	62	612	NA	80.0 60.0	3101	504	119	455.9	12/30/1899 12:05:00	12/30/1899 19:15:00	12/30/1899 12:02:00	12/30/1899 19:16:00	8	19	3	8	20	18	1015.1	14	13	6	6	8	5	13.38	33.196	6.28	105.6	1.9	0.42	1.5	0.04	NA	1.64	0.65	NA	NA	0.24	NA	13.38	33.585	6.28	105.6	21.3	1.73	20.6	0.15	NA	1.95	2.12	NA	NA	0.24	NA	9.85	33.196	3.71	58	1.9	0.42	1.5	0.04	NA	0.31	0.55	NA	NA	0	NA	11.75533333	33.33926667	5.419333333	88.38666667	8.573333333	0.982	8.353333333	0.124666667	NA	1.186	1.081333333	NA	NA	0.071428571	NA	9.59	33.679	3.37	52.4	23.5	1.83	22.2	0.12	NA	0.9	0.65	NA	NA	NA	NA
Seb.Rep.2.a.33.S125	Sebastes	Sebastes_2005_4_80_60_1_2	2005_4_80_60	2005	1	2	Sample	NA	0504_80_60	6/27/19	7	125	low_normal	30809	2005-04-15-C-32NM	200504	2.01E+13	8000600	20-0504NM-PR-117-1841-08000600	080.0 060.0	2	ST	-38.743	4/27/05	38469	117	12/30/1899 18:41:00	34.146667	34	8.8	N	-121.15	-121	9	W	80	80	60	60	2180	11	NA	RV NEW HORIZON	32NM	PR	62	612	NA	80.0 60.0	3101	504	119	455.9	12/30/1899 12:05:00	12/30/1899 19:15:00	12/30/1899 12:02:00	12/30/1899 19:16:00	8	19	3	8	20	18	1015.1	14	13	6	6	8	5	13.38	33.196	6.28	105.6	1.9	0.42	1.5	0.04	NA	1.64	0.65	NA	NA	0.24	NA	13.38	33.585	6.28	105.6	21.3	1.73	20.6	0.15	NA	1.95	2.12	NA	NA	0.24	NA	9.85	33.196	3.71	58	1.9	0.42	1.5	0.04	NA	0.31	0.55	NA	NA	0	NA	11.75533333	33.33926667	5.419333333	88.38666667	8.573333333	0.982	8.353333333	0.124666667	NA	1.186	1.081333333	NA	NA	0.071428571	NA	9.59	33.679	3.37	52.4	23.5	1.83	22.2	0.12	NA	0.9	0.65	NA	NA	NA	NA
Seb.Rep.3.a.33.S219	Sebastes	Sebastes_2005_4_80_60_1_3	2005_4_80_60	2005	1	3	Sample	NA	0504_80_60	6/27/19	7	125	low_normal	30809	2005-04-15-C-32NM	200504	2.01E+13	8000600	20-0504NM-PR-117-1841-08000600	080.0 060.0	2	ST	-38.743	4/27/05	38469	117	12/30/1899 18:41:00	34.146667	34	8.8	N	-121.15	-121	9	W	80	80	60	60	2180	11	NA	RV NEW HORIZON	32NM	PR	62	612	NA	80.0 60.0	3101	504	119	455.9	12/30/1899 12:05:00	12/30/1899 19:15:00	12/30/1899 12:02:00	12/30/1899 19:16:00	8	19	3	8	20	18	1015.1	14	13	6	6	8	5	13.38	33.196	6.28	105.6	1.9	0.42	1.5	0.04	NA	1.64	0.65	NA	NA	0.24	NA	13.38	33.585	6.28	105.6	21.3	1.73	20.6	0.15	NA	1.95	2.12	NA	NA	0.24	NA	9.85	33.196	3.71	58	1.9	0.42	1.5	0.04	NA	0.31	0.55	NA	NA	0	NA	11.75533333	33.33926667	5.419333333	88.38666667	8.573333333	0.982	8.353333333	0.124666667	NA	1.186	1.081333333	NA	NA	0.071428571	NA	9.59	33.679	3.37	52.4	23.5	1.83	22.2	0.12	NA	0.9	0.65	NA	NA	NA	NA
Seb.Rep.1.long.34.S32	Sebastes	Sebastes_2005_4_86.7_50_1_1	2005_4_86.7_50	2005	1	1	Sample	NA	0504_86.7_50	6/27/19	7	125	low	30833	2005-04-15-C-32NM	200504	2.01E+13	8670500	20-0504NM-MX-116-1245-08670500	086.7 050.0	2	ST	-71.279	4/26/05	38468	116	12/30/1899 12:45:00	33.321667	33	19.3	N	-119.665	-119	39.9	W	86.7	86.7	50	50	84	NA	NA	RV NEW HORIZON	32NM	MX	53	522	NA	86.7 50.0	3101	504	102.4	NA					NA	NA	NA	NA	31	20	1014.7	13.4	12.1	NA	NA	NA	NA	14.1	33.113	6.02	102.7	1	0.33	0.2	0.01	NA	1.22	0.31	NA	NA	NA	NA	14.1	33.467	6.08	103.5	16.9	1.41	16.1	0.1	NA	1.83	1.55	NA	NA	NA	NA	10.41	33.113	4.27	67.5	1	0.33	0.2	0.01	NA	0.35	0.31	NA	NA	NA	NA	13.09181818	33.17545455	5.774545455	96.68181818	3.436363636	0.571818182	3.072727273	0.048181818	NA	1.393636364	0.841818182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
